,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2021-09-15,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-09-16,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-09-17,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-09-22,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-09-23,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-09-24,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-09-27,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-09-28,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-09-29,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-09-30,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-08,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-11,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-12,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-13,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-14,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-15,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-18,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-19,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-20,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-21,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-22,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-25,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-26,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-27,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-28,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-10-29,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-11-01,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-11-02,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-11-03,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-11-04,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-11-05,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-11-08,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-11-09,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
2021-11-10,600000.XSHG,600009.XSHG,600016.XSHG,600028.XSHG,600030.XSHG,600031.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600196.XSHG,600276.XSHG,600309.XSHG,600438.XSHG,600519.XSHG,600547.XSHG,600570.XSHG,600585.XSHG,600588.XSHG,600690.XSHG,600703.XSHG,600745.XSHG,600809.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600918.XSHG,601012.XSHG,601066.XSHG,601088.XSHG,601138.XSHG,601166.XSHG,601211.XSHG,601288.XSHG,601318.XSHG,601336.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601818.XSHG,601857.XSHG,601888.XSHG,601899.XSHG,601995.XSHG,603259.XSHG,603288.XSHG,603501.XSHG,603986.XSHG
